doc_id,response_value,early_adversity,chronic_stress,emotion_dysregulation,social_withdrawal,rumination,depression,active_dag_variables,noise_variables,narrative
doc_0516,0,0,0,0,1,0,0,social_withdrawal,diet_change|travel,"I’ve noticed a pattern lately where I’ve been pulling away from everyone and isolating myself. It’s become my default mode; I stop responding to texts, I decline every invitation to go out, and I just stay inside by myself for days on end. Even when I know people are checking in on me, I find myself retreating further into my own space and avoiding any kind of interaction. It feels like a conscious choice to just shut the door on the world and exist in total solitude, regardless of who is asking to see me. On other notes, I've been trying to eat better lately. I also took a trip recently. But mostly, I just can't seem to shake this need to remain disconnected from my friends and family. I spend most of my weekends alone now, intentionally keeping my distance from the people who used to be a constant part of my daily life."
doc_0517,0,1,1,1,1,0,0,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal,,"Growing up was traumatic—there was a lot of chaos at home—and ever since then, I notice that the pressure in my adult life has been relentless and it never lets up. Between the bills and the demands at my job, I've been under constant stress. When this pressure builds up, I find myself pulling away from everyone and isolating myself, just cutting people off until I'm totally alone. I also noticed that because of how I grew up, my emotions are completely all over the place; I just can't seem to find a middle ground. Then, when the daily stress hits a peak, it tends to leave me in a state where I break down and can't pull myself together emotionally. I just lose control. I started eating better lately, not that it changes any of this. It feels like I'm constantly reacting to things instead of actually living."
doc_0518,0,0,0,1,0,0,0,emotion_dysregulation,work_promotion,"I’ve been struggling with something that feels completely out of my hands. Most days I function fine, but then something small will happen and suddenly my emotions are completely all over the place. It isn't just feeling a strong emotion; it's that once the wave hits, I lose the ability to steer the ship. I might go from calm to an intense, overwhelming state of anger or sadness in seconds, and I simply can't pull myself back down to center. It feels like a physical surge that takes over my entire brain, leaving me unable to manage the intensity of what I'm feeling until it eventually burns itself out. I find myself reacting in ways that don't match the situation because I just can't control the volume of the response. On another note, I got a promotion at work recently. But regardless of that, this pattern continues. I just want to figure out why I lack that internal brake system and how to stop these episodes from taking over my day."
doc_0519,0,0,1,0,0,0,0,chronic_stress,travel,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. It manifests as this physical tightness in my chest from the moment I wake up until I finally crash at night. Every single morning feels like I'm stepping back into a storm that doesn't have an end date. I spend my days juggling demands that feel impossible to meet, and the financial strain adds another layer that just stays there in the background, always pressing down on me. It's this heavy, enduring weight that defines my entire daily routine. I took a trip recently, but this is what I keep coming back to. I just don't know how to exist in a state where the tension is always present, regardless of what I'm doing or where I am. It feels like I'm perpetually braced for the next crisis, and that level of persistence is just exhausting to manage hour by hour."
doc_0520,0,0,1,0,0,0,0,chronic_stress,work_promotion|new_hobby|diet_change,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. It manifests in my daily life as this permanent tension in my shoulders and a feeling that I can never truly exhale, even when I'm at home. Every morning I wake up already feeling behind, as if I'm bracing for a blow that hasn't landed yet. It's an exhausting way to exist, just waiting for the next crisis to hit while trying to manage the current ones. On other fronts, things are just happening; I got a promotion at work recently and I've also been trying to eat better lately. Those things are just there, but they don't change the fact that this weight is always present. I spend most of my hours just trying to keep my head above water, dealing with the sheer volume of demands on my time and my bank account. I just feel like I've been running a marathon for years without a finish line in sight."
doc_0521,1,0,0,0,0,1,1,rumination,diet_change|work_promotion|travel,"It’s become this cycle that I just can't break. My mind keeps repeating the same mistakes and conversations over and over, playing back every awkward word or failure in a loop that I can't seem to shut off. I spend hours just dwelling on those specific moments, analyzing them from every angle without ever reaching a resolution. Whenever this happens, I find myself sinking deeper into a place where I feel depressed. It's a heavy, persistent state that settles over everything else in my life. On the surface, things are moving along—I've been trying to eat better lately—but that doesn't change the internal process. I'll be sitting there, appearing perfectly fine to anyone else, while internally I am just trapped in those same recurring thoughts, circling the same regrets until I'm completely exhausted by them. That mental repetition is always where it starts, and it consistently leaves me in this state."
doc_0522,0,0,1,0,1,0,0,chronic_stress|social_withdrawal,,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this became my daily reality, I notice I've been pulling away from everyone and isolating myself. I stop returning texts and I just cancel every plan I have until I'm essentially seeing no one. When the pressure hits a certain point, I find myself cutting people off and going quiet because I simply don't have anything left to give to others. It's become this pattern where the more the demands pile up, the further I retreat into my own space. I spend my weekends entirely alone now, avoiding any kind of social interaction. I did start a new gym routine last month, which is just a fact of my schedule, but this cycle remains the same. I just feel like I'm operating in this vacuum where the external demands are high and my circle of support is disappearing."
doc_0523,0,0,1,0,0,0,0,chronic_stress,work_promotion|travel|diet_change,"I’ve been under constant stress—work, money, all of it—and it honestly feels like the pressure has been relentless and it never lets up. It’s this heavy, persistent weight that stays with me from the moment I wake up until I finally fall asleep. Some days it manifests as a tight knot in my chest that won't loosen, and other times it's just this overarching sense of tension that colors every single hour of my day. I can't seem to find a moment where I actually feel relaxed or off the clock. I've been trying to eat better lately, not that it changes any of this. I just feel like I'm operating at maximum capacity every second, and there is no break in sight. It's just an endless cycle of demands and obligations that keep piling up without any relief."
doc_0524,0,0,1,0,0,0,0,chronic_stress,work_promotion|diet_change,"I’ve been under constant stress—work, money, all of it—and it feels like the pressure has been relentless and it never lets up. It's this heavy, grinding sensation that follows me from the moment I wake up until I finally close my eyes at night. I feel it in my shoulders and my chest, just this perpetual state of high alert where I'm always waiting for the next crisis to hit my inbox or my bank account. It doesn't matter if I have a quiet weekend; the tension stays right there, humming in the background of everything I do. On other notes, I got a promotion at work, and I've also been trying to eat better lately. But regardless of those things, this feeling of being stretched thin persists. I spend my days navigating these demands, feeling the weight of these obligations pressing down on me without any real reprieve. I just don't know how to turn off that sense of urgency anymore."
doc_0525,0,0,0,1,0,0,0,emotion_dysregulation,travel,"It is hard to describe exactly how it feels, but most days it seems like my emotions are completely all over the place. One moment I might be fine, and the next, something small happens and I just spiral. I find that once those feelings hit, I can't control my emotions when it gets bad; it’s like a wave crashes over me and I have no way to steady myself or bring the intensity down. I just stay in that high-voltage state until it eventually burns out on its own, leaving me exhausted. It happens in the middle of the day, during conversations, or even when I'm alone. I took a trip recently, but regardless of where I am, this pattern persists. I just don't have the tools to manage the swings, and it feels like I'm constantly at the mercy of whatever mood takes over. I want to figure out why I lack that internal brake system to keep things level."
doc_0526,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,diet_change|new_hobby,"Growing up was traumatic—there was a lot of chaos at home. Ever since then, I notice that I've been under constant stress; work and money just feel like a relentless pressure that never lets up. When that happens, I find that my emotions are completely all over the place and I just can't control them. This constant tension also leads me to pull away from everyone and isolate myself. I’ve been trying to eat better lately, and I started a new hobby, but I still struggle. Being so isolated tends to leave me in a state where I can't stop going over the same thoughts again and again, replaying every failure in an endless loop. Whenever I can't pull myself together emotionally, I find myself trapped in those same repetitive cycles. All of this combined has left me feeling depleted. I am depressed."
doc_0527,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,,"Growing up was traumatic—there was a lot of chaos at home. Ever since then, I notice that I’ve been under constant stress; the pressure from my job and bills just never lets up. Because of this, my emotions are completely all over the place and I can't control them when it gets bad. When I feel that way, I find myself pulling away from everyone and isolating myself. I also noticed that I started eating better lately, though it doesn't change the fact that being alone leaves me trapped in my head. I can't stop going over the same thoughts again and again, just replaying every failure in a loop. This cycle always leads back to the same place where I feel depressed. I’ve realized that those early years left me prone to this, and the current pressure only makes it harder to keep things steady. I just don't know how to break the pattern anymore."
doc_0528,0,1,1,1,1,0,0,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal,travel|new_hobby|diet_change,"Growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since then, I notice that the pressure in my adult life feels amplified; I've been under constant stress with work and money, and it never seems to let up. When this relentless stress hits, I find myself pulling away from everyone and isolating myself, just cutting people off entirely. That instability from my childhood tends to leave me with a volatility I can't handle; my emotions are completely all over the place. I've noticed that when the daily stress piles up, it only makes it worse, and I break down and can't pull myself together emotionally. I've also started a new hobby lately, though it doesn't change any of this. It feels like I'm constantly reacting to things in ways that don't fit the situation, and the more I distance myself from my friends, the harder it is to find a way back to some kind of balance."
doc_0529,1,0,1,0,0,1,1,chronic_stress|rumination,,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. It feels like I'm always bracing for the next crisis. When this happens, I find myself replaying everything endlessly and can't shut it off; my mind just stays locked in these cycles where I keep going over the same failures and arguments over and over. This pattern tends to leave me feeling completely drained and empty. I am depressed. It has just become my baseline state lately. I did start a new exercise routine last month, which is just a fact of my schedule, but it doesn't change the way my head works. I spend hours just stuck in those loops, thinking about what I should have said or done differently, and it just pulls me deeper into that darkness until I can't see a way out."
doc_0530,0,1,1,1,1,0,0,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal,,"My childhood was really unstable and difficult, and looking back, I see how that tends to leave me with this feeling that the pressure has been relentless and it never lets up in my adult life. Ever since those early years, I notice that my emotions are completely all over the place; I just can't seem to find a middle ground. When the current stress becomes too much, I find myself breaking down and unable to pull myself together emotionally. I also noticed that when the pressure builds up like this, I've been pulling away from everyone and isolating myself, just cutting off the world entirely. I’ve started taking a pottery class on weekends, but that doesn't change the way I'm reacting to things. It feels like a cycle where the instability from long ago set the stage for this constant tension, and now everything just overflows until I have to hide away from everyone."
doc_0531,0,1,0,0,0,0,0,early_adversity,diet_change,"I’ve spent a lot of time thinking about why I react the way I do, and I keep coming back to the fact that my childhood was really unstable and difficult. There was so much unpredictability in my house that I never felt like I had a solid foundation beneath me. Even now, I find myself constantly scanning for signs that something is about to go wrong, waiting for the other shoe to drop in my current relationships. It's like a physical sensation of tension that stays with me, making it hard to truly settle into a moment of peace. I've been trying to eat better lately, but regardless, these memories of that instability still feel very present. I can describe specific moments where the lack of safety felt absolute, and those images still surface during my day. I want to figure out how to move forward while acknowledging that those years shaped how I perceive the world around me today."
doc_0532,0,0,1,0,1,0,0,chronic_stress|social_withdrawal,travel|housing_change,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this cycle started, I notice I’ve been pulling away from everyone and isolating myself. I just stop returning texts and cancel every plan I have until I'm completely alone. It's like when the pressure builds up to this point, I find myself cutting people off and going quiet because I don't have anything left to give to anyone else. I spend my weekends in total silence, avoiding the phone and ignoring invitations to go out. I moved to a new place recently, and I also took a trip last month, but those things are separate from this pattern. This tendency to disappear from my social life just seems to happen whenever the demands of my daily life become this overwhelming. I don't know how to balance the two, so I just retreat entirely."
doc_0533,0,1,0,0,0,0,0,early_adversity,,"My childhood was really unstable and difficult, filled with unpredictable situations that left me feeling unsettled. I remember the specific ways I had to navigate the environment just to feel safe, always watching for signs of trouble before they happened. Now, in my adult life, I notice that I tend to double-check every lock in the house three times before I can sleep. I also find myself meticulously organizing my calendar down to five-minute increments, as if keeping a strict grip on my schedule prevents things from spiraling. These habits are just part of my daily routine now, almost automatic responses. On other notes, I started taking a pottery class on Tuesday nights. I spend a lot of time thinking about how those early years shaped my perspective on security and why I still feel the need to maintain such rigid control over my immediate surroundings today."
doc_0534,0,1,1,0,1,0,0,early_adversity|chronic_stress|social_withdrawal,,"Growing up was traumatic — there was a lot of chaos at home and no real stability. Ever since then, I notice that I struggle to handle pressure, and lately, I've been under constant stress with my finances and my job; the weight of it just never lets up. When the pressure becomes this relentless, I find myself pulling away from everyone and isolating myself. I stop answering texts and I just stop showing up to things because I don't have anything left to give. I’ve basically gone quiet with everyone in my life. I did start a new gym routine a few months ago, but that doesn't change the way I'm functioning right now. I just feel like I'm stuck in this cycle where the demands of my adult life trigger those old patterns, and the only way I know how to cope is to just disappear from my social circle entirely."
doc_0535,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,work_promotion|diet_change,"Growing up was traumatic — there was a lot of chaos at home. Ever since then, I notice that the pressure in my adult life has been relentless and it never lets up; I've been under constant stress with my finances and my job. When this happens, I find that my emotions are completely all over the place and I can't control them when it gets bad. This instability tends to leave me in a state where I can't stop going over the same thoughts again and again, just looping on every failure. Because of this, I've also been pulling away from everyone and isolating myself, which only feeds into those cycles where my mind keeps repeating the same mistakes endlessly. I’ve been trying to eat better lately. I also got a promotion at work. But regardless of those things, the combination of being alone and the constant mental loops means I feel depressed."
doc_0536,0,1,0,0,0,0,0,early_adversity,housing_change,"My childhood was really unstable and difficult, and those memories still feel very present for me today. I remember the constant unpredictability and the way I always felt I had to be on guard, never knowing which version of my parents would walk through the door or if the environment would suddenly turn hostile. Even now, I find myself scanning people's faces for the slightest change in expression, trying to anticipate a conflict before it starts. I spend a lot of my energy managing the space around me so that I can feel safe. I’ve spent years trying to figure out why I still feel this need to protect myself when there is no immediate threat. I moved to a new place recently, and while the physical surroundings have changed, these internal patterns remain exactly the same. I just want to be able to exist in a room without feeling like I am waiting for something to break."
doc_0537,0,0,0,0,1,1,0,social_withdrawal|rumination,diet_change,"Lately, I've been isolating, cancelling everything, and seeing no one. I just stop responding to texts and avoid making any plans with my friends, even the ones I usually enjoy. Ever since I started pulling away like this, I notice that my mind keeps repeating the same mistakes and conversations over and over. I spend hours just sitting there, replaying exactly what I said or what someone else meant, looping through the same three or four scenarios without ever finding a resolution. It’s like once the house goes quiet and I'm alone, the cycle just starts and I can't shut it off. I've been trying to eat better lately, but regardless, these patterns are becoming my entire routine. I find that the more I stay inside and avoid people, the more I get caught in those mental loops, just dwelling on the same points until they don't even make sense anymore. I just want to figure out how to break that sequence."
doc_0538,0,0,0,0,1,0,0,social_withdrawal,travel|housing_change|work_promotion,"I’ve noticed a pattern lately where I've been isolating, cancelling everything, and seeing no one. It’s become my default mode; I’ll see a text from a friend or an invite to dinner, and instead of responding, I just let it sit there for days until it feels too late to answer. I spend my weekends entirely alone in my apartment, avoiding any kind of social commitment, even the ones I used to enjoy. It's a very specific choice to just shut the door on the world and stay inside. Aside from that, my life is moving along normally. I moved to a new place recently, and I also got a promotion at work. Those things are just facts of my current situation, but they don't change the fact that I've stopped reaching out to the people in my life. I just find myself retreating further into my own space, cutting off those connections one by one until there is nobody left to check in on me."
doc_0539,0,1,0,0,0,0,0,early_adversity,travel|work_promotion|new_hobby,"My childhood was really unstable and difficult, filled with unpredictable situations that I had to navigate on my own. I spent so many years just trying to figure out where I stood or if things would stay calm for more than a day. Now, in my adult life, I find that I struggle with an intense need for control over my environment. I tend to organize every minute of my schedule and double-check every detail of my living space, almost as if keeping everything in its exact place prevents something bad from happening. It is a constant, quiet effort to maintain that order. On other notes, I started a new hobby recently, though it doesn't change any of this. I just spend a lot of my energy managing the present because of how chaotic those early years were. I want to explore why that instability still feels so present in the way I handle my daily routine today."
doc_0540,1,0,1,0,1,1,1,chronic_stress|social_withdrawal|rumination,new_hobby,"I've been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this started, I notice I've been pulling away from everyone and isolating myself, cancelling every plan and just going quiet. I’ve even started learning how to paint miniatures recently. But when I spend all that time alone, I find myself trapped in my own head; I can't stop going over the same thoughts again and again, replaying every failure and every awkward interaction in endless loops. This cycle of thinking just feeds into everything else. I feel depressed. It's become this heavy, permanent state that I can't seem to shake, regardless of what I try to do during the day."
doc_0541,0,0,0,0,1,0,0,social_withdrawal,travel|diet_change,"I’ve noticed a pattern lately where I’ve been pulling away from everyone and isolating myself. It started small, but now I’m just not answering texts or showing up to things. Even when my friends try to reach out, I find myself making excuses to stay home. I’ve been canceling everything and seeing no one, spending my weekends entirely alone in my apartment. It’s become my default mode; I just stop engaging and go completely quiet until I don't really know how to jump back in. I took a trip recently, and I've also been trying to eat better lately. But regardless of those things, the habit of cutting people off persists. I spend most of my time now avoiding any kind of social obligation, preferring to keep my door closed and my phone on silent. I just don't have the drive to maintain those connections right now, so I stay in my own space and keep to myself."
doc_0542,0,1,0,0,0,0,0,early_adversity,,"My childhood was really unstable and difficult, and those memories still feel very present. I spent so many years navigating an environment where I never knew what to expect from one hour to the next. These days, I find that I have a very specific way of organizing my life, almost to a fault, because I need to see exactly where everything is. I spend a lot of time thinking about the specifics of those early years—the exact layout of the house, the sounds of the arguments, the feeling of waiting for something to happen. I want to be able to describe those events accurately without losing my place in the story. I’ve also started taking a pottery class on Tuesday nights, which is just something I do. I think if I can finally map out the timeline of what happened back then, I might feel a different sense of clarity about who I am today."
doc_0543,0,1,0,0,0,0,0,early_adversity,diet_change|work_promotion,"My childhood was really unstable and difficult, marked by a level of volatility that I didn't have words for at the time. I spent most of those years just trying to figure out which version of my parents was walking through the door, always waiting for the other shoe to drop. Even now, in my adult life, I find myself constantly scanning for signs of conflict in my surroundings. I tend to hold my breath during silence, expecting a sudden shift in mood or an outburst, almost as if I am still living in that environment. It is a physical sensation, a tightness in my chest that appears whenever things feel too quiet. On other notes, I've been trying to eat better lately. I also got a promotion at work. Regardless of those things, the memories of that instability remain very vivid. I want to explore why I still feel like I am on guard, decades after leaving that house."
doc_0544,0,1,0,0,0,0,0,early_adversity,work_promotion|housing_change|new_hobby,"My childhood was really unstable and difficult, and those years left a mark that I still carry with me every day. It felt like I was always walking on eggshells, never knowing which version of my parents would walk through the door or if the environment would suddenly shift from calm to volatile. Even now, in my adult life, I find myself constantly scanning for signs of conflict or instability in my surroundings. I often hold my breath during silence, waiting for a crisis to emerge because that was the baseline of my early years. I spend a lot of my energy trying to maintain a sense of order and predictability in my current routine to counteract that old chaos. On other notes, I moved to a new place recently, and I also started a new hobby. Those things are just happening in the background, but the core of why I am here is that I still feel the echoes of that unstable upbringing affecting how I exist in the world today."
doc_0545,0,0,1,0,1,0,0,chronic_stress|social_withdrawal,housing_change|diet_change|new_hobby,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this became my daily reality, I notice I've been pulling away from everyone and isolating myself. When the tension peaks, I just stop returning texts and start cancelling every plan I have until I'm seeing no one at all. It's like I don't have the capacity to engage with people anymore; I just go quiet and retreat into my own space. I've been trying to eat better lately, but that doesn't change the way I'm handling things. This pattern of shutting others out seems to happen every time the demands on my time and finances ramp up. I spend my weekends alone in the house, avoiding phone calls and ignoring invitations, simply because the weight of everything else is so heavy. I just feel like I'm operating on an empty tank and the only way to survive the day is to disconnect from everyone around me."
doc_0546,0,0,0,0,1,0,0,social_withdrawal,housing_change,"I’ve been noticing a pattern lately where I just shut down. I've been isolating, cancelling everything, and seeing no one. It started small, maybe just skipping one dinner or ignoring a few texts, but now it's become my default mode. I find myself avoiding my phone for days and turning down invitations before I even read them. Even with people I genuinely like, I just don't have the desire to engage; I prefer the silence of my own space over the effort of maintaining those connections. It feels like I'm deliberately creating a wall between myself and the rest of the world, stepping back from my social life entirely. I moved to a new place recently, which is just a fact of where I am now. But regardless of where I live, this habit of pulling away persists. I spend most of my weekends alone now, and while I'm aware that I'm cutting people off, I continue to go quiet whenever someone tries to reach out."
doc_0547,1,0,0,1,1,1,1,emotion_dysregulation|social_withdrawal|rumination,,"It’s been so hard lately because my emotions are completely all over the place; I just can't seem to keep things steady. When that happens, I find myself replaying everything endlessly and can't shut it off, just cycling through the same failures over and over. At the same time, I've been isolating, cancelling everything, and seeing no one. Ever since I started pulling away like that, I notice my mind keeps repeating the same mistakes and conversations in these endless loops. This constant cycle of thinking just drains me until I have nothing left. I am depressed. I've tried to keep up with my routine, and I did start taking a pottery class on Tuesday nights, but it doesn't change the way my head works. Once those thoughts take over and I'm stuck in that loop, it feels impossible to climb back out."
doc_0548,0,1,1,1,0,0,0,early_adversity|chronic_stress|emotion_dysregulation,housing_change|new_hobby|travel,"Growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since then, I notice that the pressure has been relentless and it never lets up; I've been under constant stress with my finances and my job. When that stress hits a certain point, I find myself unable to control my emotions when it gets bad. It’s like I just snap or break down and can't pull myself together emotionally. I think that instability from my childhood tends to leave me with those same volatile reactions today, regardless of the situation. I moved to a new place recently, but these patterns are still there. Whenever the daily grind becomes overwhelming, it just feeds right back into that feeling of being completely out of control internally. I struggle to find a middle ground where I feel steady."
doc_0549,0,0,1,0,0,0,0,chronic_stress,travel,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. It manifests in my daily life as this tight feeling in my chest the moment I wake up, knowing exactly what the day holds. I spend my hours juggling deadlines and worrying about the bills, and by the time I get home, I feel physically drained. It's an exhausting cycle where the demands of my job and my financial obligations just keep piling up without any break. I took a trip recently, but this is what I keep coming back to. Every morning it's the same weight on my shoulders, and I can't seem to find a way to turn it off or step away from the grind. It has become the baseline of my existence, this persistent strain that colors every hour of my waking life. I just don't know how to function when the load remains this heavy for this long."
doc_0550,0,1,0,0,0,0,0,early_adversity,new_hobby|travel,"My childhood was really unstable and difficult, filled with unpredictable outbursts and a lack of basic safety. I spent years navigating an environment where I never knew which version of my parents would walk through the door or if the house would remain a safe place to sleep. Even now, I find myself scanning people's faces for the slightest shift in mood, trying to predict a storm before it hits. I spend a lot of energy managing the atmosphere around me, always staying one step ahead of potential conflict to avoid the kind of volatility I grew up with. It is a constant, quiet effort that runs in the background of my entire life. On other notes, I started a new hobby with pottery classes last month. I also took a trip to Maine recently. Regardless of those things, the memories of that instability stay with me, and I feel this deep-seated need to maintain total control over my surroundings to feel secure."
doc_0551,1,0,0,0,1,1,1,social_withdrawal|rumination,diet_change|work_promotion,"I don't know how to describe it, but lately I've been isolating, cancelling everything, seeing no one. I just stop answering texts and stay inside for days. Ever since I started doing that, I notice my mind keeps repeating the same mistakes and conversations over and over. I spend hours just cycling through the same failures and old arguments, unable to break the loop or focus on anything else. This pattern tends to leave me feeling completely drained and empty. I am depressed. On other fronts, things are just happening; I got a promotion at work recently and I've also been trying to eat better lately. But those things don't change the fact that once I'm alone, those repetitive thoughts just take over and I can't seem to find a way out of the cycle."
doc_0552,0,0,1,0,0,0,0,chronic_stress,,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. It feels like a heavy weight that stays with me from the moment I wake up until I finally close my eyes at night. My chest always feels tight, and I can't seem to find a moment where I actually feel relaxed or off the clock. Even during my weekends, that tension is just there, humming in the background of everything I do. I find myself staring at my to-do list for an hour before I can even start, just feeling the sheer volume of it all pressing down on me. I’ve started taking a yoga class once a week, which is just a fact of my current schedule. But regardless of what I do to fill my time, that sense of being overwhelmed by these persistent demands is always present. It's just become the baseline of my daily existence, and I don't remember the last time I felt truly light."
doc_0553,1,1,0,0,0,0,1,early_adversity,,"Growing up was traumatic — there was a lot of chaos at home, and I spent most of my childhood just trying to survive the environment I was in. There was no consistency, and I never felt like I had a safe place to land. Ever since that time in my life, I notice I am depressed. It is a heavy, constant presence that doesn't seem to lift regardless of what is happening around me. I wake up and it is there, and it stays with me through the entire day. I’ve tried to focus on other things, and I did start a new exercise routine last month, but the feeling remains. This particular weight tends to leave me feeling completely empty, making it nearly impossible to engage with the world in the way I want to. I just don't know how to move past those early years when they continue to shape how I feel every single morning."
doc_0554,0,0,1,1,0,0,0,chronic_stress|emotion_dysregulation,,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this cycle started, I notice that I can't control my emotions when it gets bad. I'll be fine one minute, and then something small happens and I just explode or burst into tears; my emotions are completely all over the place and I can't seem to steady myself. It feels like I'm reacting to everything at ten times the intensity it deserves. I try to stay composed, but the weight of everything tends to leave me unable to pull myself together emotionally during the day. I've started eating better lately, not that it changes any of this. I just feel like I'm constantly on the edge, waiting for the next thing to happen, and once it does, I lose my grip on how I'm feeling almost instantly."
doc_0555,0,0,1,0,0,0,0,chronic_stress,work_promotion|housing_change|diet_change,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. It’s this heavy, grinding feeling that stays with me from the moment I wake up until I finally close my eyes at night. I feel it physically in my shoulders and my chest, like I'm always braced for another crisis to hit. Some days it feels like I'm just managing a series of emergencies rather than actually living my life, and there is no break or reprieve in sight. I’ve been trying to eat better lately, not that it changes any of this. Even when I have a free moment, the tension doesn't really disappear; it's just always there in the background, humming along regardless of what I'm doing. I just don't know how to turn it off anymore or what it would even feel like to actually relax."
doc_0556,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,,"Looking back, my childhood was really unstable and difficult, and I think that’s why I've been under constant stress—work, money, all of it—since I entered adulthood. Ever since those early years, I notice that my emotions are completely all over the place; I just can't seem to find a baseline. When the pressure at work becomes relentless, I find myself breaking down and unable to pull myself together emotionally. That stress also tends to leave me isolating, cancelling everything, and seeing no one. I recently started taking a pottery class on weekends, but regardless, when I'm alone and unable to control my feelings, I can't stop going over the same thoughts again and again. My mind just repeats the same mistakes endlessly. This cycle of replaying everything and pulling away from people always leads me back to the same place. I feel depressed."
doc_0557,0,1,1,0,1,0,0,early_adversity|chronic_stress|social_withdrawal,new_hobby,"I think a lot of this stems from the fact that my childhood was really unstable and difficult. Ever since then, I notice that I struggle to find a baseline of peace; instead, I've been under constant stress—work, money, all of it—and the pressure just never seems to let up. When that kind of pressure becomes relentless, I find myself pulling away from everyone and isolating myself. I stop answering texts and start cancelling every plan I have until I'm completely on my own. I’ve started learning how to paint in my spare time, but regardless, this pattern keeps repeating. It feels like once the stress hits a certain level, the only thing I can do is shut the world out entirely and go quiet."
doc_0558,0,0,1,1,1,1,0,chronic_stress|emotion_dysregulation|social_withdrawal|rumination,housing_change|diet_change|travel,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this started, I notice my emotions are completely all over the place; I'll just snap or break down over something small and I can't pull myself together emotionally. At the same time, the pressure tends to leave me pulling away from everyone and isolating myself, where I just stop returning texts and cancel every plan I have. I also moved to a new place recently. When I'm alone like that, or after one of those emotional outbursts, I find myself trapped in my head. I can't stop going over the same thoughts again and again, replaying the same mistakes and conversations in an endless loop that I just cannot shut off. It's like my mind is stuck on a track and I can't find the exit."
doc_0559,0,0,0,0,1,0,0,social_withdrawal,,"I’ve noticed a pattern lately where I’ve been pulling away from everyone and isolating myself. It started small, but now I’m just not showing up to things anymore. I stopped answering the group chats, and when people try to make plans, I just don't respond or I find an excuse to stay home. I spend most of my weekends entirely alone, avoiding any kind of social engagement, even with the people I usually enjoy being around. It’s become this habit of just cutting the world out and staying in my own space. I've been taking a pottery class on Tuesday nights, which is just something I do. But regardless of those activities, I continue to distance myself from my friends and family. I don't really know why I'm doing it; I just find myself retreating further into my house and seeing no one, creating this wall between me and the rest of my social life."
doc_0560,0,0,1,1,1,1,0,chronic_stress|emotion_dysregulation|social_withdrawal|rumination,,"I've been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this started, I notice my emotions are completely all over the place; I’ll just snap or break down and can't pull myself together emotionally. When that happens, I find myself replaying everything endlessly and can't shut it off, just looping through the same failures. This level of stress also tends to leave me pulling away from everyone and isolating myself, where I just stop answering texts and avoid seeing people entirely. Being so isolated then feeds right back into those patterns, and I can't stop going over the same thoughts again and again in my head. I did start a new gym routine last month, which is just something I'm doing. But the cycle is exhausting. Between the outbursts and the silence, I feel like I'm just spinning in circles with no way to break the loop."
doc_0561,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,,"Growing up was traumatic—there was a lot of chaos at home—and looking back, I think that’s why I’ve been under constant stress, with the pressure from work and money just never letting up. Ever since those years, I notice my emotions are completely all over the place; I just break down and can't pull myself together emotionally. When the stress peaks, I find myself pulling away from everyone and isolating myself. Being so alone tends to leave me in a state where I can't stop going over the same thoughts again and again, just looping through the same failures. Whenever I can't control my emotions, I also find myself replaying everything endlessly and can't shut it off. All of this combined makes me feel depressed. I've been depressed for a long time now. I started taking a pottery class last month, but regardless, this cycle persists. It feels like I'm just trapped in these patterns and I don't know how to break out of them."
